ndc,fei,registrant,country,anda,nda,bla,linkage_method,api_mfr
64380-971,3012423830,PharmaGend Global Medical Services Pte Ltd.,SG,ANDA-207029,,,ADDRESS_MATCH,
64380-972,3004554612,Strides Pharma Science Limited,IN,ANDA-207029,,,ADDRESS_MATCH,
64380-972,3012423830,PharmaGend Global Medical Services Pte Ltd.,SG,ANDA-207029,,,ADDRESS_MATCH,
70954-261,3012541241,Novitium Pharma LLC,US,ANDA-214721,,,SPL_DUNS_FEI,
70518-3180,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-077869,,,SPL_DUNS_FEI,
72162-2243,3012763653,"I 3 PHARMACEUTICALS, LLC",US,ANDA-216488,,,SPL_DUNS_FEI,
51655-725,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-201507,,,SPL_DUNS_FEI,
68084-449,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
68084-450,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
68084-451,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-090509,,,SPL_DUNS_FEI,
71335-0047,3002806702,CIPLA LIMITED,IN,ANDA-076343,,,SPL_DUNS_FEI,
71335-0047,3002806691,CIPLA LIMITED,IN,ANDA-076343,,,SPL_DUNS_FEI,TRUE
59651-214,3011895410,Aurobindo Pharma Limited,IN,ANDA-212289,,,SPL_DUNS_FEI,
63629-5696,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-086242,,,SPL_DUNS_FEI,
0121-1008,1017687,"PAI Holdings, LLC",US,ANDA-087508,,,SPL_DUNS_FEI,
50090-4734,3007549629,LUPIN LIMITED,IN,ANDA-203002,,,SPL_DUNS_FEI,
71335-2167,3005029956,"Torrent Pharma, Inc.",IN,ANDA-090865,,,SPL_DUNS_FEI,
71335-2167,3010228235,"Torrent Pharma, Inc.",IN,ANDA-090865,,,SPL_DUNS_FEI,
59762-2350,1810189,Pfizer Inc,US,ANDA-080258,,,SPL_DUNS_FEI,
53489-144,2523348,"Frontida BioPharm, LLC",US,ANDA-089534,,,SPL_DUNS_FEI,
31722-099,3013944676,Annora Pharma Private Limited,IN,ANDA-217620,,,SPL_DUNS_FEI,
47335-707,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-090278,,,SPL_DUNS_FEI,
47335-710,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-090278,,,SPL_DUNS_FEI,
47335-711,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-090278,,,SPL_DUNS_FEI,
47335-712,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-090278,,,SPL_DUNS_FEI,
68180-153,3004819820,LUPIN LIMITED,IN,ANDA-078352,,,SPL_DUNS_FEI,
62559-380,3002916530,"ANI Pharmaceuticals, Inc.",CA,ANDA-075882,,,ADDRESS_MATCH,
62559-381,3002916530,"ANI Pharmaceuticals, Inc.",CA,ANDA-075882,,,ADDRESS_MATCH,
62559-382,3002916530,"ANI Pharmaceuticals, Inc.",CA,ANDA-075882,,,ADDRESS_MATCH,
59651-429,3011895410,Aurobindo Pharma Limited,IN,ANDA-214728,,,SPL_DUNS_FEI,
59651-430,3011895410,Aurobindo Pharma Limited,IN,ANDA-214728,,,SPL_DUNS_FEI,
59651-431,3011895410,Aurobindo Pharma Limited,IN,ANDA-214728,,,SPL_DUNS_FEI,
31722-700,3008307735,Hetero Labs Limited,IN,ANDA-203835,,,SPL_DUNS_FEI,
31722-701,3008307735,Hetero Labs Limited,IN,ANDA-203835,,,SPL_DUNS_FEI,
31722-702,3008307735,Hetero Labs Limited,IN,ANDA-203835,,,SPL_DUNS_FEI,
70954-975,3011538548,LAURUS LABS LIMITED,IN,ANDA-213676,,,ADDRESS_MATCH,
70954-976,3011538548,LAURUS LABS LIMITED,IN,ANDA-213676,,,ADDRESS_MATCH,
70954-977,3011538548,LAURUS LABS LIMITED,IN,ANDA-213676,,,ADDRESS_MATCH,
0591-3540,3003194604,"Actavis Laboratories FL, Inc.",US,ANDA-079095,,,ADDRESS_MATCH,
0591-3541,3003194604,"Actavis Laboratories FL, Inc.",US,ANDA-079095,,,ADDRESS_MATCH,
0591-3542,3003194604,"Actavis Laboratories FL, Inc.",US,ANDA-079095,,,ADDRESS_MATCH,
55111-650,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-207466,,,SPL_DUNS_FEI,
51662-1511,3002647489,GLAND PHARMA LIMITED,IN,ANDA-077283,,,ADDRESS_MATCH,
50090-6421,3004021229,Aurobindo Pharma Limited,IN,ANDA-077691,,,SPL_DUNS_FEI,
50090-6421,3007373532,Aurobindo Pharma Limited,IN,ANDA-077691,,,SPL_DUNS_FEI,
0615-8492,3011786267,LIFEPharma FZE,AE,ANDA-212798,,,SPL_DUNS_FEI,
45802-098,3001904238,Padagis Israel Pharmaceuticals Ltd,IL,ANDA-076751,,,ADDRESS_MATCH,
71610-126,3005796917,Aurolife Pharma LLC,US,ANDA-078787,,,SPL_DUNS_FEI,
71610-126,3004021229,Aurobindo Pharma Limited,IN,ANDA-078787,,,SPL_DUNS_FEI,
71610-126,3011895410,Aurobindo Pharma Limited,IN,ANDA-078787,,,SPL_DUNS_FEI,
71610-126,3007373532,Aurobindo Pharma Limited,IN,ANDA-078787,,,SPL_DUNS_FEI,
60258-151,1210513,Sheffield Pharmaceuticals LLC,US,,,,SPL_DUNS_FEI,
72162-2089,3002808376,Apotex Inc.,CA,ANDA-205199,,,ADDRESS_MATCH,
50742-401,3005403232,Ingenus Pharmaceuticals GmbH,CH,ANDA-206935,,,SPL_DUNS_FEI,
50742-402,3005403232,Ingenus Pharmaceuticals GmbH,CH,ANDA-206935,,,SPL_DUNS_FEI,
72189-438,3005029956,"Torrent Pharma, Inc.",IN,ANDA-090939,,,SPL_DUNS_FEI,
72189-438,3013791804,VKT Pharma Private Limited,IN,ANDA-090939,,,SPL_DUNS_FEI,
72189-438,3010228235,"Torrent Pharma, Inc.",IN,ANDA-090939,,,SPL_DUNS_FEI,
65862-648,3007373532,Aurobindo Pharma Limited,IN,ANDA-204572,,,SPL_DUNS_FEI,
65862-649,3007373532,Aurobindo Pharma Limited,IN,ANDA-204572,,,SPL_DUNS_FEI,
65862-650,3007373532,Aurobindo Pharma Limited,IN,ANDA-204572,,,SPL_DUNS_FEI,
65862-651,3007373532,Aurobindo Pharma Limited,IN,ANDA-204572,,,SPL_DUNS_FEI,
63629-2513,3002984011,Zydus Lifesciences Limited,IN,ANDA-090961,,,SPL_DUNS_FEI,
25000-121,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090796,,,SPL_DUNS_FEI,
25000-122,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090796,,,SPL_DUNS_FEI,
25000-123,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090796,,,SPL_DUNS_FEI,
51672-1395,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-211645,,,SPL_DUNS_FEI,
70518-4442,3011640199,Yiling Pharmaceutical Ltd,CN,ANDA-213949,,,ADDRESS_MATCH,
13107-103,3005796917,Aurolife Pharma LLC,US,ANDA-204459,,,SPL_DUNS_FEI,
13107-104,3005796917,Aurolife Pharma LLC,US,ANDA-204459,,,SPL_DUNS_FEI,
11527-704,1210513,Sheffield Pharmaceuticals LLC,US,,,,SPL_DUNS_FEI,
68788-8701,3004540907,Bionpharma Inc.,IN,ANDA-216759,,,SPL_DUNS_FEI,
68788-8701,3013914542,OPTIMUS PHARMA PRIVATE LIMITED,IN,ANDA-216759,,,SPL_DUNS_FEI,
68788-8406,3004819820,LUPIN LIMITED,IN,ANDA-078103,,,SPL_DUNS_FEI,
68788-8406,3007549629,LUPIN LIMITED,IN,ANDA-078103,,,SPL_DUNS_FEI,
69315-320,3005035920,CAPLIN STERILES LIMITED,IN,ANDA-217903,,,SPL_DUNS_FEI,
71610-851,3022175565,Emcure Pharmaceuticals Limited,IN,ANDA-204279,,,SPL_DUNS_FEI,
71610-851,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-204279,,,SPL_DUNS_FEI,
71610-851,3002535019,"CorePharma, LLC",US,ANDA-204279,,,SPL_DUNS_FEI,
72162-2251,3004813394,Sunrise Pharmaceutical Inc,US,ANDA-209799,,,SPL_DUNS_FEI,
71610-793,3013637926,BIOCON PHARMA LIMITED,IN,ANDA-207752,,,ADDRESS_MATCH,
33342-078,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-078,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-074,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-074,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-075,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-075,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-076,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-076,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-077,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
33342-077,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203145,,,SPL_DUNS_FEI,
72245-648,1050658,"Mikart, LLC",US,ANDA-202142,,,ADDRESS_MATCH,
50090-7075,3011895410,Aurobindo Pharma Limited,IN,ANDA-078246,,,SPL_DUNS_FEI,
68382-096,3005430968,Zydus Lifesciences Limited,IN,ANDA-040657,,,SPL_DUNS_FEI,
68382-096,3002984011,Zydus Lifesciences Limited,IN,ANDA-040657,,,SPL_DUNS_FEI,
71205-210,3005210225,Micro Labs Limited,IN,ANDA-202046,,,SPL_DUNS_FEI,
0054-0278,1510690,West-Ward Columbus Inc.,US,ANDA-090381,,,SPL_DUNS_FEI,
0054-0278,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-090381,,,SPL_DUNS_FEI,
0054-0279,1510690,West-Ward Columbus Inc.,US,ANDA-090381,,,SPL_DUNS_FEI,
0054-0279,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-090381,,,SPL_DUNS_FEI,
71335-1742,3007373532,Aurobindo Pharma Limited,IN,ANDA-207152,,,SPL_DUNS_FEI,
55150-459,3008461619,EUGIA Pharma Specialities Limited,IN,ANDA-216939,,,SPL_DUNS_FEI,
71610-205,3007373532,Aurobindo Pharma Limited,IN,ANDA-202419,,,SPL_DUNS_FEI,
63187-425,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-078457,,,SPL_DUNS_FEI,
55700-774,3011538548,LAURUS LABS LIMITED,IN,ANDA-210432,,,SPL_DUNS_FEI,
55700-775,3011538548,LAURUS LABS LIMITED,IN,ANDA-210432,,,SPL_DUNS_FEI,
55700-773,3011538548,LAURUS LABS LIMITED,IN,ANDA-210432,,,SPL_DUNS_FEI,
68788-7251,3011895410,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
68788-7251,3004021229,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
68083-131,3002647489,GLAND PHARMA LIMITED,IN,ANDA-204205,,,SPL_DUNS_FEI,
65162-248,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-206647,,,SPL_DUNS_FEI,
65162-249,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-206647,,,SPL_DUNS_FEI,
0054-0749,1510690,West-Ward Columbus Inc.,US,ANDA-217662,,,SPL_DUNS_FEI,
0054-0749,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-217662,,,SPL_DUNS_FEI,
0054-0749,3007197995,SHILPA PHARMA LIFESCIENCES LIMITED,IN,ANDA-217662,,,SPL_DUNS_FEI,TRUE
0054-0750,1510690,West-Ward Columbus Inc.,US,ANDA-217662,,,SPL_DUNS_FEI,
0054-0750,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-217662,,,SPL_DUNS_FEI,
0054-0750,3007197995,SHILPA PHARMA LIFESCIENCES LIMITED,IN,ANDA-217662,,,SPL_DUNS_FEI,TRUE
0404-9813,1021343,"Hospira, Inc.",US,ANDA-087242,,,SPL_DUNS_FEI,
50090-7491,3014008486,RENATA PLC,BD,ANDA-207062,,,SPL_DUNS_FEI,
33342-114,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-114,3018011011,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-115,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-115,3018011011,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-116,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-116,3018011011,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-117,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
33342-117,3018011011,Macleods Pharmaceuticals Limited,IN,ANDA-203813,,,SPL_DUNS_FEI,
0591-2114,1000117147,"Actavis Laboratories UT, Inc.",US,ANDA-205328,,,ADDRESS_MATCH,
72162-2037,3004712471,Tris Pharma Inc,US,ANDA-079059,,,SPL_DUNS_FEI,
51662-1648,2410375,"American Regent, Inc.",US,ANDA-040136,,,SPL_DUNS_FEI,
72162-2045,3002644678,"Elite Laboratories, Inc.",US,ANDA-076686,,,SPL_DUNS_FEI,
65841-022,3005430968,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
65841-022,3002984011,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
65841-023,3005430968,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
65841-023,3002984011,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
65841-024,3005430968,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
65841-024,3002984011,Zydus Lifesciences Limited,IN,ANDA-076900,,,SPL_DUNS_FEI,
72162-2223,3005444934,"Sigmapharm Laboratories, LLC",US,ANDA-204633,,,SPL_DUNS_FEI,
0998-0016,1610287,"Alcon Laboratories, Inc",US,ANDA-080027,,,SPL_DUNS_FEI,
80425-0170,3005406526,Hetero Labs Limited,IN,ANDA-206912,,,SPL_DUNS_FEI,
63187-781,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-202717,,,SPL_DUNS_FEI,
63187-781,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-202717,,,SPL_DUNS_FEI,
68071-4021,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-077147,,,SPL_DUNS_FEI,
68071-4021,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-077147,,,SPL_DUNS_FEI,
50090-6891,3009150119,RECIPHARM PHARMASERVICES PRIVATE LIMITED,IN,ANDA-216436,,,SPL_DUNS_FEI,
50090-6891,3013637926,BIOCON PHARMA LIMITED,IN,ANDA-216436,,,SPL_DUNS_FEI,
50090-6891,3009993897,"NEOLPHARMA, INC.",US,ANDA-216436,,,SPL_DUNS_FEI,
68071-3801,3004021229,Aurobindo Pharma Limited,IN,ANDA-078539,,,SPL_DUNS_FEI,
71335-1781,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-203562,,,SPL_DUNS_FEI,
43353-447,3007373532,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
43353-447,3011895410,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
43353-447,3004021229,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
45802-436,3001904238,Padagis Israel Pharmaceuticals Ltd,IL,ANDA-213079,,,ADDRESS_MATCH,
45802-442,3001904238,Padagis Israel Pharmaceuticals Ltd,IL,ANDA-213079,,,ADDRESS_MATCH,
63187-186,3002807742,Teva Canada Limited,CA,ANDA-061931,,,ADDRESS_MATCH,
36000-242,3004610460,Baxter Healthcare Corporation,IN,ANDA-206965,,,SPL_DUNS_FEI,
36000-244,3004610460,Baxter Healthcare Corporation,IN,ANDA-206965,,,SPL_DUNS_FEI,
50268-128,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-201760,,,SPL_DUNS_FEI,
50268-129,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-201760,,,SPL_DUNS_FEI,
31722-833,3008307735,Hetero Labs Limited,IN,ANDA-205740,,,SPL_DUNS_FEI,
31722-834,3008307735,Hetero Labs Limited,IN,ANDA-205740,,,SPL_DUNS_FEI,
62332-402,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-211763,,,SPL_DUNS_FEI,
62332-403,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-211763,,,SPL_DUNS_FEI,
62332-404,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-211763,,,SPL_DUNS_FEI,
68071-4833,3005430968,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
68071-4833,3007938603,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
69238-1271,3008861605,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-211111,,,SPL_DUNS_FEI,
69097-004,3014210753,Immacule Lifesciences Private Limited,IN,ANDA-214050,,,SPL_DUNS_FEI,
69097-004,3005122933,Symbiotec Pharmalab Private Limited,IN,ANDA-214050,,,SPL_DUNS_FEI,TRUE
60219-2135,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-090606,,,SPL_DUNS_FEI,
67457-839,3007648351,Viatris Inc.,IN,ANDA-210763,,,ADDRESS_MATCH,
63629-4828,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-211712,,,SPL_DUNS_FEI,
50090-0304,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-065291,,,SPL_DUNS_FEI,
0591-5694,3005719315,Watson Pharma Private Limited,IN,ANDA-063181,,,ADDRESS_MATCH,
0591-3153,3005719315,Watson Pharma Private Limited,IN,ANDA-063065,,,ADDRESS_MATCH,
0591-5695,3005719315,Watson Pharma Private Limited,IN,ANDA-063065,,,ADDRESS_MATCH,
0404-9931,3017573557,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-211079,,,SPL_DUNS_FEI,
43063-547,1000135190,"Carlsbad Technology, Inc.",US,ANDA-076126,,,SPL_DUNS_FEI,
68071-3770,3007373532,Aurobindo Pharma Limited,IN,ANDA-078413,,,SPL_DUNS_FEI,
68071-3770,3004021229,Aurobindo Pharma Limited,IN,ANDA-078413,,,SPL_DUNS_FEI,
33342-243,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-207088,,,SPL_DUNS_FEI,
33342-244,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-207088,,,SPL_DUNS_FEI,
33342-245,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-207088,,,SPL_DUNS_FEI,
33342-246,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-207088,,,SPL_DUNS_FEI,
33342-247,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-207088,,,SPL_DUNS_FEI,
80425-0390,3004021229,Aurobindo Pharma Limited,IN,ANDA-065470,,,SPL_DUNS_FEI,
0615-8572,3007373532,Aurobindo Pharma Limited,IN,ANDA-206827,,,SPL_DUNS_FEI,
0615-8571,3007373532,Aurobindo Pharma Limited,IN,ANDA-206827,,,SPL_DUNS_FEI,
31722-252,3008307735,Hetero Labs Limited,IN,ANDA-217748,,,SPL_DUNS_FEI,
31722-253,3008307735,Hetero Labs Limited,IN,ANDA-217748,,,SPL_DUNS_FEI,
50268-105,3005430968,Zydus Lifesciences Limited,IN,ANDA-211659,,,SPL_DUNS_FEI,
55111-129,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075742,,,SPL_DUNS_FEI,
55111-130,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075742,,,SPL_DUNS_FEI,
60760-524,3008252295,Rubicon Research Limited,IN,ANDA-200981,,,ADDRESS_MATCH,
82009-178,3013944676,Annora Pharma Private Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
82009-176,3013944676,Annora Pharma Private Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
82009-177,3013944676,Annora Pharma Private Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
82009-179,3013944676,Annora Pharma Private Limited,IN,ANDA-214344,,,SPL_DUNS_FEI,
69097-362,3002806710,CIPLA LIMITED,IN,ANDA-091144,,,SPL_DUNS_FEI,
71335-0682,3005719315,Watson Pharma Private Limited,IN,ANDA-063181,,,ADDRESS_MATCH,
71335-1045,3005719315,Watson Pharma Private Limited,IN,ANDA-063065,,,ADDRESS_MATCH,
70518-4376,3002984011,Zydus Lifesciences Limited,IN,ANDA-201676,,,SPL_DUNS_FEI,
52817-210,3010014758,APPCO PHARMA LLC,US,ANDA-206553,,,SPL_DUNS_FEI,
51672-1394,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-211644,,,SPL_DUNS_FEI,
16714-398,3004021263,Aurobindo Pharma Limited,IN,ANDA-065340,,,SPL_DUNS_FEI,
16714-399,3004021263,Aurobindo Pharma Limited,IN,ANDA-065340,,,SPL_DUNS_FEI,
62135-775,3006370524,Alkem Laboratories Limited,IN,ANDA-207405,,,SPL_DUNS_FEI,
45865-126,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-208677,,,SPL_DUNS_FEI,
65162-669,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-075047,,,SPL_DUNS_FEI,
65162-670,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-075047,,,SPL_DUNS_FEI,
42708-145,3006370524,Alkem Laboratories Limited,IN,ANDA-090836,,,SPL_DUNS_FEI,
68382-559,3002984011,Zydus Lifesciences Limited,IN,ANDA-205005,,,SPL_DUNS_FEI,
68382-560,3002984011,Zydus Lifesciences Limited,IN,ANDA-205005,,,SPL_DUNS_FEI,
60760-376,3008763868,Beximco Pharmaceuticals Limited,BD,ANDA-078384,,,SPL_DUNS_FEI,
27808-234,3002806661,Changzhou Pharmaceutical Factory,CN,ANDA-211343,,,SPL_DUNS_FEI,
65162-358,3008861605,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-213950,,,SPL_DUNS_FEI,
51655-514,3004021229,Aurobindo Pharma Limited,IN,ANDA-077739,,,SPL_DUNS_FEI,
53045-225,3010131268,"Dharma Research, Inc.",US,,,,SPL_DUNS_FEI,
85534-0004,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-214099,,,SPL_DUNS_FEI,
72162-1541,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-208677,,,SPL_DUNS_FEI,
63187-967,3004097901,Granules India Ltd,IN,ANDA-091625,,,SPL_DUNS_FEI,
67457-940,3007648351,Viatris Inc.,IN,ANDA-213255,,,ADDRESS_MATCH,
51655-711,3009843207,LUPIN LIMITED,IN,ANDA-204234,,,SPL_DUNS_FEI,
51655-711,3004819820,LUPIN LIMITED,IN,ANDA-204234,,,SPL_DUNS_FEI,
71335-2409,3006644152,Indoco Remedies Limited,IN,ANDA-202112,,,SPL_DUNS_FEI,
45865-280,2245641,Teva Pharmaceuticals USA Inc.,US,ANDA-062702,,,ADDRESS_MATCH,
71335-2508,3004086192,USV Private Limited,IN,ANDA-079009,,,SPL_DUNS_FEI,
71872-7275,3005124189,Indoco Remedies Limited,IN,ANDA-214308,,,ADDRESS_MATCH,
63187-314,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-074644,,,SPL_DUNS_FEI,
63187-252,3004561553,Sun Pharmaceutical Industries Limited,IN,ANDA-074644,,,SPL_DUNS_FEI,
69315-305,3003204330,FDC Limited,IN,ANDA-205295,,,SPL_DUNS_FEI,
55150-283,3008461619,EUGIA Pharma Specialities Limited,IN,ANDA-209125,,,SPL_DUNS_FEI,
50090-0537,3002808385,"Taro Pharmaceuticals U.S.A., Inc.",IL,ANDA-075520,,,SPL_DUNS_FEI,
57894-440,1000115571,Bamboo US BidCo LLC,US,,,BLA125261,SPL_DUNS_FEI,
57894-440,3002806695,"Janssen Research & Development, L.L.C.",CH,,,BLA125261,SPL_DUNS_FEI,
57894-440,3002806632,"Janssen Research & Development, L.L.C.",NL,,,BLA125261,SPL_DUNS_FEI,TRUE
57894-440,3007029098,"Janssen Research & Development, L.L.C.",IE,,,BLA125261,SPL_DUNS_FEI,TRUE
57894-441,1000115571,Bamboo US BidCo LLC,US,,,BLA125261,SPL_DUNS_FEI,
57894-441,3002806695,"Janssen Research & Development, L.L.C.",CH,,,BLA125261,SPL_DUNS_FEI,
57894-441,3002806632,"Janssen Research & Development, L.L.C.",NL,,,BLA125261,SPL_DUNS_FEI,TRUE
57894-441,3007029098,"Janssen Research & Development, L.L.C.",IE,,,BLA125261,SPL_DUNS_FEI,TRUE
57894-444,1000115571,Bamboo US BidCo LLC,US,,,BLA761044,SPL_DUNS_FEI,
57894-444,3002806695,"Janssen Research & Development, L.L.C.",CH,,,BLA761044,SPL_DUNS_FEI,
57894-444,3002806632,"Janssen Research & Development, L.L.C.",NL,,,BLA761044,SPL_DUNS_FEI,TRUE
57894-444,3007029098,"Janssen Research & Development, L.L.C.",IE,,,BLA761044,SPL_DUNS_FEI,TRUE
60429-975,3001237796,The Ritedose Corporation,US,ANDA-202496,,,SPL_DUNS_FEI,
46708-249,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-209165,,,SPL_DUNS_FEI,
46708-250,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-209165,,,SPL_DUNS_FEI,
51672-1293,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-075224,,,SPL_DUNS_FEI,
70436-124,3005115952,"Hainan Poly Pharm. Co., Ltd.",CN,ANDA-215382,,,ADDRESS_MATCH,
70436-126,3005115952,"Hainan Poly Pharm. Co., Ltd.",CN,ANDA-215382,,,ADDRESS_MATCH,
69043-008,3004021263,Aurobindo Pharma Limited,IN,ANDA-065253,,,SPL_DUNS_FEI,
69043-009,3004021263,Aurobindo Pharma Limited,IN,ANDA-065253,,,SPL_DUNS_FEI,
50090-5709,3004995645,LUPIN LIMITED,IN,ANDA-090034,,,SPL_DUNS_FEI,
42291-937,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-202025,,,ADDRESS_MATCH,
42291-937,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-202025,,,ADDRESS_MATCH,
67296-1857,3005117563,"KVK-TECH, INC.",US,ANDA-210644,,,SPL_DUNS_FEI,
70518-2432,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090796,,,SPL_DUNS_FEI,
63629-1586,3005719315,Watson Pharma Private Limited,IN,ANDA-089859,,,ADDRESS_MATCH,
65862-008,3004021229,Aurobindo Pharma Limited,IN,ANDA-077095,,,SPL_DUNS_FEI,
65862-008,3007373532,Aurobindo Pharma Limited,IN,ANDA-077095,,,SPL_DUNS_FEI,
65862-009,3004021229,Aurobindo Pharma Limited,IN,ANDA-077095,,,SPL_DUNS_FEI,
65862-009,3007373532,Aurobindo Pharma Limited,IN,ANDA-077095,,,SPL_DUNS_FEI,
